customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4554-YGZIH,1,1,1,0,49,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Credit card (automatic),90.05,4547.25,1
5099-BAILX,1,1,1,1,43,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),110.75,4687.9,1
9931-KGHOA,0,0,1,0,46,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),55,2473.95,0
1775-KWJKQ,1,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.85,6562.9,0
7665-VIGUD,1,0,0,0,10,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.35,176.3,0
9411-TPQQV,0,0,0,0,40,0,0,DSL,1,0,0,1,1,1,One year,1,Bank transfer (automatic),54.55,2236.2,0
7207-RMRDB,0,0,1,1,65,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.5,6985.65,1
7954-MLBUN,1,0,0,0,31,1,0,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),99.45,3109.9,0
2077-DDHJK,0,0,1,0,68,1,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),70.9,4911.35,0
4913-EHYUI,1,1,1,1,56,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),104.55,5794.65,1
0195-IESCP,1,0,1,0,10,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.25,855.3,1
9574-BOSMD,1,0,1,1,68,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.4,1620.2,0
4580-TMHJU,0,0,1,1,43,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Electronic check,56.15,2499.3,1
0970-ETWGE,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.55,89.55,1
4908-XAXAY,0,1,0,0,49,1,0,Fiber optic,0,1,1,0,0,1,One year,1,Bank transfer (automatic),89.85,4287.2,0
8404-VLQFB,0,0,1,1,15,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.25,394.85,0
1626-ERCMM,1,1,1,0,20,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.55,1899.65,1
0887-HJGAR,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.7,45.7,1
2391-IPLOP,1,0,1,1,50,1,1,DSL,0,0,1,1,1,0,One year,1,Electronic check,69.65,3442.15,0
5644-PDMZC,0,1,0,0,2,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,89.5,161.5,1
3509-GWQGF,1,1,0,0,24,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),70,1732.6,0
9576-ANLXO,0,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.55,222.3,1
2024-BASKD,0,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,74.6,74.6,1
5845-BZZIB,1,0,1,1,35,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.1,655.3,0
1140-UKVZG,0,0,0,0,17,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.8,475.25,0
4160-AMJTL,0,1,0,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.65,164.3,1
5183-SNMJQ,1,0,0,0,10,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),95.1,865.1,0
8100-PNJMH,1,0,1,1,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),88.85,6132.7,0
7838-LAZFO,1,0,1,0,45,1,0,DSL,1,1,1,0,1,1,One year,0,Bank transfer (automatic),78.8,3597.5,0
4464-JCOLN,1,0,1,1,2,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.85,35.9,1
2085-JVGAD,1,0,1,0,37,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.35,697.65,0
5650-VDUDS,0,0,0,0,4,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.25,96.05,1
8095-WANWK,0,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.25,428.7,0
3030-ZKIWL,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0
9565-FLVCG,1,0,1,1,65,1,1,DSL,1,1,0,0,0,1,Two year,1,Mailed check,69.55,4459.15,0
8755-OGKNA,0,0,1,1,57,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.5,1167.6,0
2800-VEQXM,0,0,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,74.75,238.1,0
7538-GWHML,0,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.65,145.15,1
5533-RJFTJ,1,0,0,0,49,0,0,DSL,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),30.2,1453.1,0
3859-CVCET,0,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.65,191.05,1
0214-JHPFW,0,0,1,0,70,0,0,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),57.8,4039.3,0
5642-MHDQT,0,0,1,1,53,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.85,1039.45,0
3088-FVYWK,1,0,1,1,53,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.55,1336.1,0
3276-HDUEG,0,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.05,75.05,1
9092-GDZKO,1,0,0,0,22,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),24.85,493.4,0
0823-HSCDJ,1,1,0,0,52,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.15,2550.9,1
3729-OWRVL,1,1,0,0,65,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,110.35,7246.15,0
2324-AALNO,0,0,0,0,48,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),24.55,1203.95,0
0822-GAVAP,0,0,0,0,2,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,34.7,62.25,1
5760-IFJOZ,1,0,0,0,3,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Mailed check,107.95,313.6,0
2826-UWHIS,1,0,1,0,45,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),81.4,3775.85,0
1448-PWKYE,1,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80,80,1
7501-IWUNG,0,0,1,1,61,1,0,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),73.8,4616.05,0
4957-TREIR,1,0,0,0,3,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),64.4,195.65,0
7251-LJBQN,0,1,0,0,40,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),103.75,4188.4,0
8040-MNRTF,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,71.1,71.1,0
1536-HBSWP,0,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,49.9,49.9,0
5313-FPXWG,1,0,0,0,51,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),24.6,1266.4,0
0067-DKWBL,1,1,0,0,2,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.25,91.1,1
0946-FKYTX,1,0,0,0,52,0,0,DSL,0,1,0,0,0,0,One year,0,Mailed check,30.1,1623.4,0
5076-YVXCM,1,0,0,0,51,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),83.4,4149.45,0
8262-COGGB,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.45,20.45,0
6663-JOCQO,1,0,1,1,31,1,1,DSL,1,1,0,1,0,1,One year,1,Bank transfer (automatic),75.25,2344.5,0
9620-QJREV,1,0,0,1,47,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.55,1013.05,0
2276-YDAVZ,0,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.1,270.7,1
2682-KEVRP,0,1,0,0,22,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.05,417,0
2480-JZOSN,0,0,1,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.65,20.65,0
0078-XZMHT,1,0,1,0,72,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),85.15,6316.2,0
5896-NPFWW,1,0,1,1,3,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,50.15,168.15,1
9978-HYCIN,1,1,1,1,47,1,0,Fiber optic,0,1,0,0,1,0,One year,1,Bank transfer (automatic),84.95,4018.05,0
8338-QIUNR,1,0,1,1,72,1,1,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),66.5,4811.6,0
1525-LNLOJ,1,0,1,1,66,1,1,DSL,0,0,1,0,1,0,Two year,1,Bank transfer (automatic),63.3,4189.7,0
9450-TRJUU,1,0,0,0,35,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,83.15,2848.45,0
1766-GKNMI,1,0,0,0,29,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.9,2516.2,0
6942-LBFDP,0,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.55,33.6,0
1456-TWCGB,1,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,49.25,208.45,0
7133-VBDCG,0,0,0,0,25,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.85,2015.35,1
7596-ZYWBB,0,0,0,0,65,1,0,DSL,1,1,0,1,0,0,Two year,1,Mailed check,59.6,3739.8,0
8329-UTMVM,1,1,0,0,27,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),104.65,2964,0
3014-WJKSM,1,0,1,0,29,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),75.3,2263.4,0
3347-YJZZE,1,0,1,1,29,1,1,DSL,0,1,1,0,1,1,Month-to-month,0,Credit card (automatic),80.1,2211.8,0
1029-QFBEN,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,19.55,1
7929-DMBCV,0,0,1,0,20,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Mailed check,81,1683.7,0
9661-JALZV,0,0,0,0,58,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.7,1519,0
5433-KYGHE,0,0,0,1,14,1,1,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Mailed check,86,1164.05,0
4312-KFRXN,1,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.4,1710.9,0
5575-TPIZQ,1,0,0,0,46,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Credit card (automatic),89.15,4245.55,0
0114-IGABW,0,0,1,0,71,0,0,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),58.25,4145.9,0
9944-AEXBM,1,0,0,0,32,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),85.65,2664.3,0
1853-ARAAQ,0,0,0,0,26,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),50.35,1277.5,0
6952-OMNWB,1,1,1,0,68,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),80.35,5589.3,0
4697-LUPSU,1,0,1,1,2,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.2,34.75,0
8434-VGEQQ,1,0,1,1,61,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.55,1305.95,0
4952-YSOGZ,0,0,1,1,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.95,381.3,1
1589-AGTLK,1,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.35,141.5,1
5244-IRFIH,1,1,1,0,33,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.5,3105.55,1
6549-YMFAW,1,1,1,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,21.25,204.55,0
4950-HKQTE,0,0,0,0,22,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,26.25,605.9,0
6786-OBWQR,0,0,1,1,5,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.85,356.1,0
2684-EIWEO,0,1,0,0,30,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Credit card (automatic),91.7,2758.15,1
2753-JMMCV,1,0,0,0,65,1,1,DSL,0,1,1,1,0,1,Two year,1,Credit card (automatic),74.2,4805.65,0
6439-GTPCA,0,0,0,0,45,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,87.25,3941.7,1
6621-YOBKI,1,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,92.75,0
1216-JWVUX,1,0,1,1,25,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,75.5,1901.05,0
7564-GHCVB,0,0,1,1,72,1,1,Fiber optic,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),79.05,5730.7,0
1173-NOEYG,0,0,1,0,27,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Bank transfer (automatic),90.15,2423.4,0
7595-EHCDL,1,0,1,1,32,0,0,DSL,0,0,1,0,1,1,Month-to-month,0,Credit card (automatic),50.6,1653.45,0
6647-ZEDXT,0,0,0,0,30,1,1,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),110.45,3327.05,0
2521-NPUZR,1,0,1,0,70,1,0,Fiber optic,1,1,1,1,0,1,Two year,0,Credit card (automatic),101,7085.5,0
1307-TVUFB,1,1,0,0,42,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.35,3344.1,0
7503-MIOGA,0,1,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),89.85,6697.35,0
4381-MHQDC,0,0,0,0,47,1,1,DSL,1,0,1,1,0,0,Two year,1,Mailed check,65,2879.9,0
6923-JHPMP,0,0,0,0,2,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,80.45,137.1,0
5138-WVKYJ,1,0,0,0,10,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,98.55,1008.55,1
4018-PPNDW,0,0,1,1,61,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.1,1551.6,0
1635-FJFCC,0,0,0,0,5,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.05,202.15,0
2499-AJYUA,0,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.8,7882.25,0
6919-ELBGL,1,1,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.95,8196.4,0
3966-HRMZA,0,1,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,75.05,202.9,0
6425-JWTDV,1,0,1,0,48,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.25,855.1,0
8405-IGQFX,0,0,0,0,63,1,0,Fiber optic,0,0,1,1,1,0,One year,1,Credit card (automatic),90.05,5817,0
8224-IVVPA,0,0,0,0,27,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,56.7,1652.95,0
9477-LGWQI,1,0,1,1,70,1,0,DSL,1,1,1,0,1,1,Two year,1,Credit card (automatic),80.15,5600.15,0
1410-RSCMR,1,0,1,1,7,1,0,DSL,1,0,1,1,0,1,Month-to-month,1,Credit card (automatic),71.35,515.75,0
3115-CZMZD,1,0,0,1,0,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.25,null,0
0139-IVFJG,0,0,1,0,2,1,0,Fiber optic,1,1,0,0,1,0,Month-to-month,0,Electronic check,90.35,190.5,0
6683-VLCTZ,1,1,0,0,20,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.55,1842.8,1
5730-DBDSI,1,0,0,0,66,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.7,1253.8,0
0030-FNXPP,0,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.85,57.2,0
2189-WWOEW,0,0,0,1,15,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),85.9,1269.55,1
5684-FJVYR,0,0,1,1,72,1,1,Fiber optic,1,1,0,1,0,0,Two year,1,Bank transfer (automatic),90.35,6563.4,0
4013-GUXND,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.8,20.8,0
1894-IGFSG,0,0,0,0,22,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.25,1907.85,1
7379-POKDZ,1,0,1,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,208.85,1
1266-NZYUI,0,0,1,1,72,1,1,DSL,1,0,1,1,0,0,Two year,0,Bank transfer (automatic),66.85,4758.8,0
7969-FFOWG,1,0,1,1,65,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,1292.6,0
4718-DHSMV,0,0,0,0,11,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,35.8,363.15,0
5175-WLYXL,1,0,0,0,22,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,78.85,1600.25,0
7817-OMJNA,1,0,0,0,14,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.4,275.7,0
8728-SKJLR,1,0,0,0,41,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,74.25,3089.1,0
3137-NYQQI,1,0,1,0,17,1,0,DSL,1,1,0,0,0,1,One year,0,Mailed check,64.8,1175.6,0
7706-DZNKK,1,0,0,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.45,237.3,0
0236-HFWSV,1,0,0,0,15,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.35,1444.65,1
3900-AQPHZ,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.9,19.9,1
5842-POCOP,0,0,1,0,5,1,0,Fiber optic,1,0,1,0,0,1,Month-to-month,1,Mailed check,88.9,454.15,1
2037-XJFUP,1,0,1,0,33,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,95.8,3036.75,1
8823-RLPWL,0,0,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Credit card (automatic),110.65,8065.65,0
9505-SQFSW,0,0,1,1,3,0,0,DSL,0,1,0,0,0,1,Month-to-month,0,Mailed check,40.3,92.5,0
7314-OXENN,1,0,0,0,2,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,82,184.65,1
3758-CKOQL,0,0,1,0,59,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),107,6152.3,0
0322-CHQRU,1,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.35,89.5,1
5676-CFLYY,1,0,1,1,71,1,0,DSL,0,1,0,1,1,1,Two year,1,Credit card (automatic),73.35,5154.5,0
7521-AFHAB,0,0,1,1,5,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.8,220.45,0
0285-INHLN,1,0,1,1,27,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),54.75,1510.3,0
4678-DVQEO,0,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,52.2,52.2,1
5125-CNDSP,1,0,0,1,63,0,0,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),40.6,2588.95,0
0691-IFBQW,0,1,0,0,46,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,110,4874.8,1
4992-LTJNE,1,0,1,1,72,1,1,DSL,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),55.3,3983.6,0
2202-OUTMO,0,0,1,0,34,1,1,DSL,1,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),60.85,2003.6,0
0810-BDHAW,0,0,1,1,24,1,1,DSL,1,1,0,0,1,1,One year,0,Electronic check,78.4,1832.4,0
0229-LFJAF,1,0,0,0,72,1,1,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),69.65,4908.25,0
7131-ZQZNK,0,0,1,1,60,0,0,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),59.85,3590.2,0
3442-ZHHCC,1,0,0,0,68,1,1,DSL,1,1,1,0,0,1,One year,1,Credit card (automatic),76.9,5023,0
5726-CVNYA,0,0,1,1,8,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.85,146.6,0
9871-ELEYA,0,0,0,1,34,1,0,DSL,1,0,1,1,1,0,Two year,0,Credit card (automatic),67.65,2339.3,0
4257-GAESD,0,0,0,0,6,0,0,DSL,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),45,298.7,0
5173-WXOQV,1,0,1,0,2,1,0,DSL,0,1,0,1,0,1,Month-to-month,1,Mailed check,64.2,143.65,0
2040-OBMLJ,1,0,0,0,31,1,1,Fiber optic,0,0,0,1,0,0,One year,0,Credit card (automatic),81.7,2548.65,0
6286-ZHAOK,0,0,1,1,20,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.55,507.4,0
3807-XHCJH,0,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20,20,0
3009-JWMPU,1,0,0,0,62,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,96.75,6125.4,1
5671-RQRLP,0,1,1,0,70,1,1,Fiber optic,0,0,0,0,0,0,Two year,1,Credit card (automatic),75.65,5411.4,0
1450-GALXR,0,0,0,0,10,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,98.5,1058.25,1
8859-AXJZP,1,0,1,1,39,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,23.8,903.8,0
3174-AKMAS,0,0,1,0,46,1,0,DSL,0,1,0,1,1,0,Two year,1,Credit card (automatic),64.2,3009.5,0
3138-BKYAV,1,0,0,0,6,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,85.35,489.45,1
9926-PJHDQ,0,0,1,1,72,1,1,DSL,0,0,1,0,1,1,Two year,1,Bank transfer (automatic),76.8,5468.45,0
7382-DFJTU,1,0,0,0,18,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Credit card (automatic),55.2,1058.1,0
2798-NYLMZ,1,0,1,0,71,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),108.55,7616,0
4289-DTDKW,1,0,1,0,40,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.3,4113.1,1
1820-TQVEV,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,69.55,1
2239-JALAW,1,0,0,0,58,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.25,6017.65,1
4853-RULSV,1,0,0,0,70,1,1,Fiber optic,1,0,0,1,1,1,Two year,1,Credit card (automatic),104,7250.15,1
8098-TDCBU,0,0,1,0,42,1,1,No,0,0,0,0,0,0,Two year,0,Electronic check,25.25,1108.2,0
3551-GAEGL,1,0,1,1,34,0,0,DSL,1,0,0,0,0,0,One year,0,Bank transfer (automatic),30.4,938.65,0
4785-NKHCX,1,1,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.05,94.15,0
3196-NVXLZ,0,0,0,0,25,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,84.6,2088.05,0
6275-YDUVO,0,0,0,0,2,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Mailed check,86.2,178.7,1
0036-IHMOT,0,0,1,1,55,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),103.7,5656.75,0
0115-TFERT,1,0,1,0,21,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.2,2317.1,1
4178-EGMON,1,0,1,0,70,1,1,Fiber optic,1,1,0,1,0,0,Two year,1,Credit card (automatic),88,5986.45,0
4220-TINQT,0,0,1,0,61,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,106.35,6751.35,0
5318-YKDPV,1,0,1,1,43,1,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),79.15,3566.6,0
7975-TZMLR,1,0,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,103.1,4889.3,0
0295-QVKPB,1,0,0,0,5,1,0,DSL,0,0,1,1,1,0,Month-to-month,1,Credit card (automatic),63.95,318.1,0
4335-BSMJS,0,0,0,0,62,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.8,1563.95,0
2311-QYMUQ,0,0,1,1,16,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),89.45,1430.25,1
3643-AHCFP,1,1,1,0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.6,644.35,1
9146-JRIOX,0,0,1,1,14,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.55,372.45,0
3104-OWCGK,1,0,1,1,60,1,0,Fiber optic,0,1,1,0,1,0,One year,0,Electronic check,90.95,5453.4,1
5337-IIWKZ,1,0,1,1,34,0,0,DSL,0,0,1,1,1,0,Month-to-month,1,Electronic check,44.85,1442.6,0
9101-BWFSS,0,0,1,0,50,1,1,Fiber optic,1,1,0,1,1,1,One year,0,Electronic check,108.55,5610.7,1
9650-VBUOG,1,0,1,1,38,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.05,963.95,0
3487-EARAT,0,0,1,1,70,1,0,DSL,1,1,1,1,0,1,One year,0,Credit card (automatic),74.1,5222.3,0
2672-TGEFF,0,0,1,1,37,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,88.8,3340.55,0
9231-ZJYAM,0,1,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,78.85,292.8,1
4250-WAROZ,1,1,1,1,60,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,93.25,5774.55,0
8184-WMOFI,1,0,1,1,62,1,0,DSL,1,0,1,1,0,1,One year,0,Credit card (automatic),71.4,4487.3,0
6982-SSHFK,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.4,44.4,1
6092-QZVPP,1,0,0,0,36,1,0,DSL,1,0,1,1,1,1,Month-to-month,1,Credit card (automatic),79.2,2854.95,0
4625-LAMOB,1,0,0,0,44,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.4,905.55,0
